,Citation_Difference
1125928,-1.0
1125923,-1.0
1125858,-1.0
791374,-1.0
791384,-1.0
791537,-1.0
791539,-1.0
1125853,-1.0
1125844,-1.0
1125836,-1.0
791546,-1.0
791550,-1.0
791552,-1.0
791557,-1.0
791604,-1.0
1124474,-1.0
790990,-1.0
1127562,-1.0
790164,-1.0
1180194,-1.0
790274,-1.0
790280,-1.0
790366,-1.0
790376,-1.0
1180193,-1.0
1180183,-1.0
790160,-1.0
1180170,-1.0
1180026,-1.0
1180016,-1.0
790435,-1.0
790457,-1.0
1179986,-1.0
1179980,-1.0
1128483,-1.0
1128471,-1.0
790431,-1.0
790130,-1.0
1181720,-1.0
1181730,-1.0
1182195,-1.0
1182162,-1.0
1182159,-1.0
1182093,-1.0
790030,-1.0
1182089,-1.0
1182086,-1.0
1182084,-1.0
1182055,-1.0
790048,-1.0
1182051,-1.0
1182044,-1.0
1182031,-1.0
1182014,-1.0
790108,-1.0
1182013,-1.0
1181998,-1.0
1181777,-1.0
1181732,-1.0
790564,-1.0
790576,-1.0
790604,-1.0
790609,-1.0
790749,-1.0
790756,-1.0
1127986,-1.0
790791,-1.0
790841,-1.0
1127826,-1.0
790892,-1.0
790958,-1.0
1127823,-1.0
1127738,-1.0
1127718,-1.0
790986,-1.0
1127702,-1.0
1127673,-1.0
1127616,-1.0
1127597,-1.0
1127589,-1.0
1127588,-1.0
1127567,-1.0
1127988,-1.0
1127550,-1.0
790748,-1.0
1128016,-1.0
1128433,-1.0
1128414,-1.0
790612,-1.0
1128299,-1.0
1128290,-1.0
1128272,-1.0
1128269,-1.0
1128265,-1.0
790641,-1.0
790671,-1.0
790717,-1.0
790735,-1.0
1128224,-1.0
1128195,-1.0
1128154,-1.0
1128105,-1.0
1128054,-1.0
1128036,-1.0
790747,-1.0
1128008,-1.0
791846,-1.0
1124371,-1.0
1124341,-1.0
793363,-1.0
1122579,-1.0
1122549,-1.0
1122524,-1.0
793388,-1.0
1122448,-1.0
793468,-1.0
793498,-1.0
793361,-1.0
1122441,-1.0
793523,-1.0
793524,-1.0
1122352,-1.0
793646,-1.0
793650,-1.0
793659,-1.0
1122348,-1.0
793664,-1.0
793518,-1.0
1122580,-1.0
1122609,-1.0
793340,-1.0
793134,-1.0
793165,-1.0
793169,-1.0
1122867,-1.0
1122856,-1.0
793219,-1.0
1122832,-1.0
1122792,-1.0
1122785,-1.0
1122775,-1.0
1122699,-1.0
793230,-1.0
793231,-1.0
1122660,-1.0
793329,-1.0
1122651,-1.0
1122647,-1.0
1122643,-1.0
793337,-1.0
1122183,-1.0
1122163,-1.0
793675,-1.0
1122119,-1.0
1121618,-1.0
1121608,-1.0
1121553,-1.0
1121532,-1.0
1121493,-1.0
1121491,-1.0
1121471,-1.0
1121469,-1.0
1121389,-1.0
1121379,-1.0
1121366,-1.0
793968,-1.0
793985,-1.0
793990,-1.0
1121355,-1.0
1121353,-1.0
1121339,-1.0
1121276,-1.0
1121157,-1.0
1121635,-1.0
1122918,-1.0
1121661,-1.0
1121720,-1.0
1122079,-1.0
1122069,-1.0
1122052,-1.0
1122021,-1.0
793703,-1.0
1122012,-1.0
793716,-1.0
793719,-1.0
1121998,-1.0
793747,-1.0
793814,-1.0
1121992,-1.0
1121987,-1.0
1121934,-1.0
793919,-1.0
793935,-1.0
1121871,-1.0
793956,-1.0
1121824,-1.0
793966,-1.0
1122928,-1.0
1122940,-1.0
793083,-1.0
792216,-1.0
1124002,-1.0
792233,-1.0
1123995,-1.0
1123988,-1.0
1123947,-1.0
1123946,-1.0
1123916,-1.0
1123913,-1.0
792291,-1.0
1123888,-1.0
792323,-1.0
1123872,-1.0
1123856,-1.0
1123841,-1.0
792343,-1.0
792357,-1.0
792369,-1.0
1123808,-1.0
1124006,-1.0
1123791,-1.0
792201,-1.0
792129,-1.0
791961,-1.0
791965,-1.0
791966,-1.0
1124325,-1.0
791989,-1.0
1124317,-1.0
1124316,-1.0
792042,-1.0
1124093,-1.0
792079,-1.0
1124087,-1.0
792101,-1.0
1124081,-1.0
1124069,-1.0
1124067,-1.0
792120,-1.0
1124048,-1.0
1124024,-1.0
1124022,-1.0
792148,-1.0
790008,-1.0
792376,-1.0
1123747,-1.0
792822,-1.0
1123480,-1.0
1123465,-1.0
1123439,-1.0
1123397,-1.0
792853,-1.0
1123371,-1.0
1123341,-1.0
792891,-1.0
1123119,-1.0
1123079,-1.0
793000,-1.0
1123071,-1.0
793003,-1.0
793019,-1.0
793028,-1.0
1123048,-1.0
1122962,-1.0
1122952,-1.0
1123483,-1.0
792381,-1.0
1123501,-1.0
1123523,-1.0
1123735,-1.0
1123730,-1.0
792485,-1.0
1123717,-1.0
792494,-1.0
1123679,-1.0
792501,-1.0
792507,-1.0
1123644,-1.0
792522,-1.0
792541,-1.0
1123640,-1.0
1123612,-1.0
792546,-1.0
792641,-1.0
792644,-1.0
1123549,-1.0
792645,-1.0
792659,-1.0
792787,-1.0
1182224,-1.0
789994,-1.0
1182254,-1.0
1188849,-1.0
1188820,-1.0
1188819,-1.0
1188815,-1.0
786876,-1.0
1188801,-1.0
1188744,-1.0
786895,-1.0
1188864,-1.0
1188708,-1.0
787016,-1.0
1188679,-1.0
787076,-1.0
1188663,-1.0
787091,-1.0
787141,-1.0
787189,-1.0
1188441,-1.0
787011,-1.0
1188876,-1.0
1188881,-1.0
786875,-1.0
786713,-1.0
1189421,-1.0
786714,-1.0
1189406,-1.0
1189386,-1.0
786718,-1.0
1189364,-1.0
1189299,-1.0
786736,-1.0
786763,-1.0
1189142,-1.0
1189138,-1.0
786785,-1.0
786809,-1.0
1189019,-1.0
1188989,-1.0
1188957,-1.0
786841,-1.0
786842,-1.0
1188433,-1.0
1188389,-1.0
787220,-1.0
1188320,-1.0
1188168,-1.0
787574,-1.0
1188120,-1.0
1188093,-1.0
787577,-1.0
1187978,-1.0
1187972,-1.0
787642,-1.0
787645,-1.0
787652,-1.0
1187948,-1.0
1187945,-1.0
787671,-1.0
1187926,-1.0
787700,-1.0
787703,-1.0
1187896,-1.0
1187894,-1.0
1187812,-1.0
787519,-1.0
786694,-1.0
787508,-1.0
787501,-1.0
787225,-1.0
1188288,-1.0
787236,-1.0
787258,-1.0
1188272,-1.0
787277,-1.0
787336,-1.0
787347,-1.0
787387,-1.0
1188252,-1.0
1188242,-1.0
787427,-1.0
1188235,-1.0
787429,-1.0
1188225,-1.0
787457,-1.0
787461,-1.0
787480,-1.0
787488,-1.0
787503,-1.0
786687,-1.0
786670,-1.0
1189434,-1.0
786119,-1.0
1190329,-1.0
1190305,-1.0
786145,-1.0
1190293,-1.0
786157,-1.0
786161,-1.0
1190287,-1.0
1190264,-1.0
1190260,-1.0
1190254,-1.0
1190249,-1.0
1190245,-1.0
1190242,-1.0
1190239,-1.0
786175,-1.0
1190216,-1.0
786204,-1.0
1190174,-1.0
786109,-1.0
786205,-1.0
1190365,-1.0
1190410,-1.0
785799,-1.0
785845,-1.0
785857,-1.0
1190714,-1.0
1190709,-1.0
785878,-1.0
1190705,-1.0
1190704,-1.0
1190703,-1.0
1190666,-1.0
785885,-1.0
1190634,-1.0
785920,-1.0
785969,-1.0
1190519,-1.0
1190464,-1.0
1190456,-1.0
1190436,-1.0
1190425,-1.0
786092,-1.0
787725,-1.0
1190125,-1.0
1190112,-1.0
786466,-1.0
1189756,-1.0
1189743,-1.0
1189741,-1.0
1189721,-1.0
786478,-1.0
1189702,-1.0
786487,-1.0
1189662,-1.0
1189645,-1.0
1189625,-1.0
1189619,-1.0
786520,-1.0
786542,-1.0
1189574,-1.0
786588,-1.0
786592,-1.0
786605,-1.0
1189442,-1.0
1189811,-1.0
786214,-1.0
786457,-1.0
1189816,-1.0
786219,-1.0
786234,-1.0
1190107,-1.0
1190066,-1.0
786247,-1.0
786259,-1.0
1190064,-1.0
1190056,-1.0
786260,-1.0
786288,-1.0
1190010,-1.0
1189994,-1.0
1189985,-1.0
786333,-1.0
1189933,-1.0
786363,-1.0
1189891,-1.0
786405,-1.0
1189820,-1.0
786456,-1.0
793999,-1.0
1187729,-1.0
787732,-1.0
1184754,-1.0
1184738,-1.0
1184737,-1.0
1184637,-1.0
789406,-1.0
1184618,-1.0
1184616,-1.0
1184613,-1.0
1184784,-1.0
1184590,-1.0
1184567,-1.0
1184558,-1.0
1184522,-1.0
789518,-1.0
1184487,-1.0
1184469,-1.0
789520,-1.0
789562,-1.0
789517,-1.0
789398,-1.0
1184787,-1.0
1184789,-1.0
1185204,-1.0
1185071,-1.0
789061,-1.0
1185065,-1.0
789069,-1.0
789076,-1.0
1185037,-1.0
789185,-1.0
1185030,-1.0
789270,-1.0
1184936,-1.0
789339,-1.0
789362,-1.0
789365,-1.0
1184891,-1.0
789378,-1.0
1184878,-1.0
789393,-1.0
1184825,-1.0
1184440,-1.0
789574,-1.0
1184425,-1.0
789623,-1.0
1183764,-1.0
1182537,-1.0
789912,-1.0
1182513,-1.0
1182505,-1.0
789937,-1.0
1182468,-1.0
789938,-1.0
1182467,-1.0
1182462,-1.0
1182342,-1.0
789959,-1.0
1182289,-1.0
1182286,-1.0
789990,-1.0
789993,-1.0
1182274,-1.0
1182259,-1.0
1182257,-1.0
1183776,-1.0
1185209,-1.0
1183789,-1.0
1183820,-1.0
1184312,-1.0
1184307,-1.0
1184285,-1.0
789711,-1.0
789779,-1.0
1184241,-1.0
1184221,-1.0
789791,-1.0
789831,-1.0
1184154,-1.0
789862,-1.0
789871,-1.0
1184153,-1.0
1184141,-1.0
1184091,-1.0
789887,-1.0
1183981,-1.0
789903,-1.0
1183840,-1.0
789910,-1.0
789046,-1.0
1185283,-1.0
1185326,-1.0
1186705,-1.0
788077,-1.0
1186692,-1.0
1186639,-1.0
1186604,-1.0
788270,-1.0
788271,-1.0
1186575,-1.0
1186552,-1.0
1186539,-1.0
1186508,-1.0
1186417,-1.0
1186412,-1.0
1186404,-1.0
788285,-1.0
1186380,-1.0
788301,-1.0
1186363,-1.0
788304,-1.0
1186712,-1.0
1186316,-1.0
1186715,-1.0
1186720,-1.0
787754,-1.0
787783,-1.0
1187700,-1.0
787791,-1.0
1187684,-1.0
1187681,-1.0
787807,-1.0
1187652,-1.0
787810,-1.0
787840,-1.0
1187634,-1.0
1187621,-1.0
787844,-1.0
1187576,-1.0
787900,-1.0
787915,-1.0
787943,-1.0
1186761,-1.0
788013,-1.0
1186716,-1.0
1187719,-1.0
1186125,-1.0
788401,-1.0
1185420,-1.0
788677,-1.0
788697,-1.0
788713,-1.0
788722,-1.0
788728,-1.0
788744,-1.0
788807,-1.0
788812,-1.0
788834,-1.0
788848,-1.0
1185385,-1.0
788881,-1.0
1185380,-1.0
788893,-1.0
788913,-1.0
788925,-1.0
1185358,-1.0
788951,-1.0
1185423,-1.0
788337,-1.0
1185445,-1.0
788669,-1.0
1186000,-1.0
1185821,-1.0
788402,-1.0
788434,-1.0
1185816,-1.0
1185787,-1.0
788467,-1.0
1185753,-1.0
1185712,-1.0
1185595,-1.0
1185590,-1.0
1185589,-1.0
1185577,-1.0
788600,-1.0
788632,-1.0
788643,-1.0
788646,-1.0
1185566,-1.0
788662,-1.0
1185448,-1.0
805378,-1.0
1121131,-1.0
1121095,-1.0
801687,-1.0
1111936,-1.0
801709,-1.0
1111927,-1.0
1111883,-1.0
801814,-1.0
1111836,-1.0
1111833,-1.0
1111949,-1.0
801815,-1.0
1111821,-1.0
1111818,-1.0
801837,-1.0
1111790,-1.0
801861,-1.0
1111765,-1.0
1111736,-1.0
801880,-1.0
801823,-1.0
801658,-1.0
1111997,-1.0
1112002,-1.0
801211,-1.0
1112299,-1.0
1112275,-1.0
801257,-1.0
801357,-1.0
801378,-1.0
801390,-1.0
801479,-1.0
1112251,-1.0
1112228,-1.0
801631,-1.0
801656,-1.0
1112219,-1.0
1112198,-1.0
1112171,-1.0
1112127,-1.0
1112119,-1.0
1112108,-1.0
1112026,-1.0
1111617,-1.0
801889,-1.0
1111531,-1.0
801923,-1.0
1111093,-1.0
1111083,-1.0
1111080,-1.0
802371,-1.0
1111058,-1.0
802406,-1.0
1111026,-1.0
1111010,-1.0
1110931,-1.0
1110910,-1.0
1110908,-1.0
802425,-1.0
1110906,-1.0
1110883,-1.0
802453,-1.0
802496,-1.0
802570,-1.0
802671,-1.0
802760,-1.0
1111139,-1.0
801177,-1.0
1111144,-1.0
802343,-1.0
801960,-1.0
1111466,-1.0
1111461,-1.0
801976,-1.0
1111350,-1.0
802023,-1.0
1111345,-1.0
802072,-1.0
1111330,-1.0
802077,-1.0
802090,-1.0
802194,-1.0
1111253,-1.0
802205,-1.0
802295,-1.0
1111223,-1.0
1111207,-1.0
802328,-1.0
1111194,-1.0
802370,-1.0
802793,-1.0
1112351,-1.0
1112416,-1.0
1113731,-1.0
1113720,-1.0
1113706,-1.0
1113698,-1.0
1113690,-1.0
1113688,-1.0
800458,-1.0
1113671,-1.0
800440,-1.0
800468,-1.0
1113538,-1.0
800501,-1.0
1113490,-1.0
800525,-1.0
800599,-1.0
1113440,-1.0
1113419,-1.0
800605,-1.0
800486,-1.0
1113760,-1.0
1113762,-1.0
800427,-1.0
800301,-1.0
1114047,-1.0
1114025,-1.0
1114024,-1.0
1114014,-1.0
1113995,-1.0
1113994,-1.0
800336,-1.0
800362,-1.0
1113927,-1.0
1113899,-1.0
800364,-1.0
800404,-1.0
800407,-1.0
1113890,-1.0
800416,-1.0
800418,-1.0
1113774,-1.0
1113770,-1.0
1113418,-1.0
1113386,-1.0
1113343,-1.0
1113338,-1.0
800920,-1.0
1112731,-1.0
1112698,-1.0
1112610,-1.0
800923,-1.0
800965,-1.0
1112597,-1.0
800978,-1.0
800986,-1.0
801033,-1.0
801037,-1.0
801105,-1.0
801110,-1.0
1112575,-1.0
801127,-1.0
1112571,-1.0
801167,-1.0
1112502,-1.0
1112492,-1.0
1112737,-1.0
1112367,-1.0
1112742,-1.0
800874,-1.0
1113281,-1.0
1113279,-1.0
1113274,-1.0
1113272,-1.0
1113260,-1.0
800627,-1.0
1113223,-1.0
1113023,-1.0
800631,-1.0
1112955,-1.0
800708,-1.0
1112954,-1.0
1112941,-1.0
1112934,-1.0
1112924,-1.0
1112918,-1.0
1112906,-1.0
800802,-1.0
1112891,-1.0
1112774,-1.0
1110832,-1.0
802854,-1.0
802859,-1.0
1095581,-1.0
804880,-1.0
1095547,-1.0
1095541,-1.0
1095534,-1.0
1095532,-1.0
804910,-1.0
804911,-1.0
1096921,-1.0
1095519,-1.0
804937,-1.0
804978,-1.0
1095448,-1.0
805034,-1.0
805035,-1.0
1095447,-1.0
1095446,-1.0
1095445,-1.0
804916,-1.0
1096989,-1.0
1097016,-1.0
804852,-1.0
804618,-1.0
804650,-1.0
804696,-1.0
804706,-1.0
1102924,-1.0
1102897,-1.0
1102886,-1.0
1100581,-1.0
804736,-1.0
804751,-1.0
1100145,-1.0
1098163,-1.0
1097115,-1.0
804754,-1.0
1097105,-1.0
804836,-1.0
1097092,-1.0
1097055,-1.0
804846,-1.0
1095428,-1.0
1095412,-1.0
1095385,-1.0
1095364,-1.0
805322,-1.0
1094935,-1.0
1094900,-1.0
805325,-1.0
1094864,-1.0
1094849,-1.0
1094811,-1.0
1094795,-1.0
1094776,-1.0
1094772,-1.0
805343,-1.0
1094737,-1.0
805357,-1.0
1094686,-1.0
1094654,-1.0
805366,-1.0
805372,-1.0
1094576,-1.0
1094563,-1.0
805315,-1.0
804561,-1.0
1094987,-1.0
805284,-1.0
1095360,-1.0
805134,-1.0
1095308,-1.0
1095182,-1.0
1095172,-1.0
1095165,-1.0
1095156,-1.0
805144,-1.0
805161,-1.0
1095124,-1.0
1095115,-1.0
1095111,-1.0
1095097,-1.0
805204,-1.0
805209,-1.0
1095027,-1.0
805275,-1.0
1095000,-1.0
805276,-1.0
805306,-1.0
1102947,-1.0
1103028,-1.0
1103039,-1.0
803054,-1.0
803078,-1.0
803164,-1.0
1107904,-1.0
1107879,-1.0
1107877,-1.0
1107873,-1.0
803224,-1.0
1107868,-1.0
1107816,-1.0
803275,-1.0
1107794,-1.0
803278,-1.0
803288,-1.0
1107761,-1.0
803291,-1.0
803315,-1.0
1107677,-1.0
1107657,-1.0
803034,-1.0
1107654,-1.0
1107906,-1.0
1107949,-1.0
802876,-1.0
1110796,-1.0
1110787,-1.0
1110780,-1.0
1110711,-1.0
1110691,-1.0
1108162,-1.0
802903,-1.0
1108161,-1.0
802913,-1.0
1108147,-1.0
1108130,-1.0
1108061,-1.0
1108027,-1.0
802916,-1.0
802939,-1.0
802983,-1.0
1107999,-1.0
1107950,-1.0
802986,-1.0
1114128,-1.0
803370,-1.0
803389,-1.0
1103086,-1.0
804097,-1.0
804103,-1.0
804149,-1.0
804258,-1.0
804301,-1.0
804302,-1.0
804331,-1.0
1103084,-1.0
804372,-1.0
1103081,-1.0
1103063,-1.0
804375,-1.0
804405,-1.0
804447,-1.0
804476,-1.0
804554,-1.0
1103044,-1.0
804560,-1.0
803946,-1.0
1107617,-1.0
803924,-1.0
1103857,-1.0
803450,-1.0
1106858,-1.0
803505,-1.0
1106416,-1.0
1105124,-1.0
1104951,-1.0
1104945,-1.0
803554,-1.0
1104767,-1.0
803579,-1.0
1104757,-1.0
1104751,-1.0
1104727,-1.0
803636,-1.0
803701,-1.0
1103974,-1.0
803702,-1.0
803788,-1.0
803872,-1.0
1103573,-1.0
1114137,-1.0
1114150,-1.0
1114164,-1.0
796895,-1.0
1118247,-1.0
1118245,-1.0
1118222,-1.0
796898,-1.0
796912,-1.0
796967,-1.0
1118171,-1.0
1118339,-1.0
1118168,-1.0
796980,-1.0
1118111,-1.0
797003,-1.0
797028,-1.0
1118107,-1.0
1118097,-1.0
1118064,-1.0
1118054,-1.0
1118145,-1.0
1118428,-1.0
1118435,-1.0
796873,-1.0
1118680,-1.0
1118640,-1.0
796559,-1.0
796563,-1.0
1118618,-1.0
796683,-1.0
1118581,-1.0
1118574,-1.0
1118544,-1.0
796710,-1.0
1118539,-1.0
1118530,-1.0
1118513,-1.0
796756,-1.0
1118502,-1.0
796804,-1.0
1118463,-1.0
796834,-1.0
1118440,-1.0
1118031,-1.0
797105,-1.0
1118023,-1.0
1118022,-1.0
1117829,-1.0
1117826,-1.0
1117780,-1.0
1117687,-1.0
1117607,-1.0
1117605,-1.0
1117536,-1.0
1117535,-1.0
1117495,-1.0
1117494,-1.0
797740,-1.0
797811,-1.0
797883,-1.0
798023,-1.0
798041,-1.0
798052,-1.0
798095,-1.0
1117467,-1.0
798102,-1.0
797654,-1.0
796484,-1.0
1117847,-1.0
1117899,-1.0
1118017,-1.0
797148,-1.0
1118008,-1.0
797199,-1.0
1117997,-1.0
1117991,-1.0
797234,-1.0
797358,-1.0
797361,-1.0
1117986,-1.0
797479,-1.0
797489,-1.0
797496,-1.0
797515,-1.0
1117926,-1.0
797530,-1.0
797584,-1.0
797621,-1.0
1117900,-1.0
1117875,-1.0
1118706,-1.0
1118707,-1.0
796339,-1.0
794230,-1.0
1120300,-1.0
1120275,-1.0
1120270,-1.0
1120268,-1.0
1120267,-1.0
1120162,-1.0
1120131,-1.0
1120111,-1.0
1120076,-1.0
794286,-1.0
1120019,-1.0
1119996,-1.0
794308,-1.0
794338,-1.0
794356,-1.0
1119917,-1.0
1119808,-1.0
795505,-1.0
794199,-1.0
1119703,-1.0
794183,-1.0
1120552,-1.0
794016,-1.0
794037,-1.0
1121082,-1.0
1121067,-1.0
1121052,-1.0
794044,-1.0
1120998,-1.0
794087,-1.0
794105,-1.0
1120983,-1.0
1120941,-1.0
1120936,-1.0
1120932,-1.0
1120776,-1.0
1120745,-1.0
1120706,-1.0
1120670,-1.0
1120669,-1.0
1120668,-1.0
1120483,-1.0
1117456,-1.0
1119692,-1.0
1119601,-1.0
796048,-1.0
1119035,-1.0
796078,-1.0
796183,-1.0
1119030,-1.0
796203,-1.0
796213,-1.0
1118995,-1.0
1118989,-1.0
796219,-1.0
1118806,-1.0
796232,-1.0
1118753,-1.0
1118748,-1.0
796235,-1.0
1118736,-1.0
796263,-1.0
796322,-1.0
1118708,-1.0
795902,-1.0
795542,-1.0
795863,-1.0
795835,-1.0
1119570,-1.0
1119512,-1.0
795558,-1.0
795596,-1.0
1119502,-1.0
1119496,-1.0
795631,-1.0
795712,-1.0
795723,-1.0
795754,-1.0
1119469,-1.0
1119403,-1.0
1119193,-1.0
1119192,-1.0
795797,-1.0
795805,-1.0
1119136,-1.0
1119092,-1.0
1119080,-1.0
1119039,-1.0
794001,-1.0
798145,-1.0
1117219,-1.0
799607,-1.0
1115369,-1.0
1115306,-1.0
1115299,-1.0
1115285,-1.0
1115272,-1.0
1115269,-1.0
1115230,-1.0
799604,-1.0
1115226,-1.0
1115191,-1.0
1115160,-1.0
1115146,-1.0
1115141,-1.0
799629,-1.0
1115138,-1.0
1115134,-1.0
799638,-1.0
799628,-1.0
799555,-1.0
1115370,-1.0
799528,-1.0
799120,-1.0
799126,-1.0
799168,-1.0
1115598,-1.0
799232,-1.0
1115545,-1.0
1115517,-1.0
1115489,-1.0
799244,-1.0
1115455,-1.0
1115431,-1.0
799268,-1.0
1115416,-1.0
799395,-1.0
799412,-1.0
799446,-1.0
1115402,-1.0
799496,-1.0
1115375,-1.0
799650,-1.0
1114993,-1.0
1114977,-1.0
1114938,-1.0
800044,-1.0
800065,-1.0
800095,-1.0
800102,-1.0
800114,-1.0
800149,-1.0
800160,-1.0
1114440,-1.0
1114435,-1.0
1114431,-1.0
1114430,-1.0
1114325,-1.0
800216,-1.0
1114324,-1.0
1114306,-1.0
1114277,-1.0
1114257,-1.0
800244,-1.0
1114190,-1.0
800027,-1.0
1115624,-1.0
800008,-1.0
1114503,-1.0
1114924,-1.0
799772,-1.0
1114913,-1.0
1114912,-1.0
799819,-1.0
1114830,-1.0
799860,-1.0
1114785,-1.0
799864,-1.0
799914,-1.0
1114771,-1.0
1114718,-1.0
1114700,-1.0
1114684,-1.0
1114656,-1.0
799957,-1.0
799977,-1.0
1114528,-1.0
1114512,-1.0
1114481,-1.0
799098,-1.0
1115633,-1.0
799086,-1.0
1116655,-1.0
798352,-1.0
1116652,-1.0
798465,-1.0
798477,-1.0
1116636,-1.0
1116634,-1.0
1116604,-1.0
798480,-1.0
1116545,-1.0
798500,-1.0
1116534,-1.0
1116532,-1.0
798524,-1.0
1116530,-1.0
798558,-1.0
1116520,-1.0
798640,-1.0
1116491,-1.0
1116670,-1.0
1116466,-1.0
798346,-1.0
1116789,-1.0
1117211,-1.0
798175,-1.0
1117210,-1.0
1117209,-1.0
1117172,-1.0
798180,-1.0
1117168,-1.0
798229,-1.0
798239,-1.0
1117153,-1.0
1117149,-1.0
1117139,-1.0
1117097,-1.0
1117004,-1.0
1116988,-1.0
798266,-1.0
1116936,-1.0
1116933,-1.0
1116928,-1.0
798276,-1.0
1117431,-1.0
798729,-1.0
1116457,-1.0
1115859,-1.0
1115841,-1.0
1115814,-1.0
1115799,-1.0
798986,-1.0
1115777,-1.0
1115776,-1.0
1115770,-1.0
1115740,-1.0
1115739,-1.0
798994,-1.0
798999,-1.0
1115708,-1.0
1115683,-1.0
1115674,-1.0
1115669,-1.0
799044,-1.0
799046,-1.0
799071,-1.0
1115861,-1.0
1116462,-1.0
1115862,-1.0
1115890,-1.0
798761,-1.0
798788,-1.0
798903,-1.0
798926,-1.0
1116419,-1.0
1116388,-1.0
798934,-1.0
1116290,-1.0
1116278,-1.0
798939,-1.0
1116275,-1.0
1116266,-1.0
1116192,-1.0
1116191,-1.0
1116178,-1.0
1116167,-1.0
798959,-1.0
1116050,-1.0
1115907,-1.0
798961,-1.0
931424,-1.0
855356,-1.0
931399,-1.0
841740,-1.0
841776,-1.0
841788,-1.0
841795,-1.0
841947,-1.0
876737,-1.0
876720,-1.0
842001,-1.0
876701,-1.0
842013,-1.0
876678,-1.0
876671,-1.0
842020,-1.0
842035,-1.0
876668,-1.0
842047,-1.0
842189,-1.0
842284,-1.0
876564,-1.0
876858,-1.0
876868,-1.0
841720,-1.0
841696,-1.0
841605,-1.0
877218,-1.0
841608,-1.0
877216,-1.0
877183,-1.0
877182,-1.0
841609,-1.0
841629,-1.0
877111,-1.0
876562,-1.0
877096,-1.0
877091,-1.0
841657,-1.0
877088,-1.0
877016,-1.0
876979,-1.0
876974,-1.0
876930,-1.0
876924,-1.0
876873,-1.0
877095,-1.0
876547,-1.0
876537,-1.0
842302,-1.0
842776,-1.0
842785,-1.0
842789,-1.0
875697,-1.0
875650,-1.0
875637,-1.0
842790,-1.0
842792,-1.0
842831,-1.0
875722,-1.0
875563,-1.0
875474,-1.0
875466,-1.0
842849,-1.0
875464,-1.0
875463,-1.0
875461,-1.0
875419,-1.0
875411,-1.0
875398,-1.0
842844,-1.0
841596,-1.0
875738,-1.0
875828,-1.0
876527,-1.0
876504,-1.0
842323,-1.0
876377,-1.0
876114,-1.0
842339,-1.0
876074,-1.0
842353,-1.0
876034,-1.0
875796,-1.0
842396,-1.0
842513,-1.0
842528,-1.0
875999,-1.0
842564,-1.0
875887,-1.0
875863,-1.0
842645,-1.0
842654,-1.0
842745,-1.0
842447,-1.0
842854,-1.0
841578,-1.0
841487,-1.0
878520,-1.0
840551,-1.0
878496,-1.0
840553,-1.0
878358,-1.0
840586,-1.0
840638,-1.0
878301,-1.0
878222,-1.0
878189,-1.0
840671,-1.0
840726,-1.0
840760,-1.0
840769,-1.0
878173,-1.0
878168,-1.0
878161,-1.0
878140,-1.0
878108,-1.0
878528,-1.0
840503,-1.0
878601,-1.0
878657,-1.0
840251,-1.0
840270,-1.0
840274,-1.0
840282,-1.0
878942,-1.0
878911,-1.0
840299,-1.0
878886,-1.0
840329,-1.0
878105,-1.0
878865,-1.0
840455,-1.0
878833,-1.0
878817,-1.0
878805,-1.0
878775,-1.0
878762,-1.0
878755,-1.0
840466,-1.0
878672,-1.0
878848,-1.0
878099,-1.0
840788,-1.0
840815,-1.0
841087,-1.0
841091,-1.0
877506,-1.0
841103,-1.0
877505,-1.0
877489,-1.0
877475,-1.0
877462,-1.0
841114,-1.0
877514,-1.0
841179,-1.0
877425,-1.0
841236,-1.0
841370,-1.0
877383,-1.0
841389,-1.0
841394,-1.0
877342,-1.0
841426,-1.0
877320,-1.0
841234,-1.0
841492,-1.0
841073,-1.0
841046,-1.0
840838,-1.0
878037,-1.0
840842,-1.0
840896,-1.0
840899,-1.0
840919,-1.0
877837,-1.0
877817,-1.0
840950,-1.0
841060,-1.0
877790,-1.0
877781,-1.0
877753,-1.0
877747,-1.0
877739,-1.0
877672,-1.0
841035,-1.0
877621,-1.0
877540,-1.0
841036,-1.0
840989,-1.0
875396,-1.0
842898,-1.0
875380,-1.0
872580,-1.0
872563,-1.0
872555,-1.0
872477,-1.0
844200,-1.0
872463,-1.0
872436,-1.0
844222,-1.0
872434,-1.0
844228,-1.0
872382,-1.0
872363,-1.0
872338,-1.0
844264,-1.0
872306,-1.0
872281,-1.0
844304,-1.0
872277,-1.0
872268,-1.0
872609,-1.0
872668,-1.0
872686,-1.0
872694,-1.0
873228,-1.0
873223,-1.0
873173,-1.0
844105,-1.0
873135,-1.0
873132,-1.0
873100,-1.0
873099,-1.0
873080,-1.0
844363,-1.0
873030,-1.0
872999,-1.0
872995,-1.0
872992,-1.0
872957,-1.0
872811,-1.0
872756,-1.0
872752,-1.0
872741,-1.0
872737,-1.0
844140,-1.0
872243,-1.0
844436,-1.0
872210,-1.0
844993,-1.0
871662,-1.0
871651,-1.0
871559,-1.0
871522,-1.0
845013,-1.0
871490,-1.0
871479,-1.0
871398,-1.0
871663,-1.0
871387,-1.0
871338,-1.0
871327,-1.0
845029,-1.0
845117,-1.0
871255,-1.0
845126,-1.0
871235,-1.0
845201,-1.0
871226,-1.0
871371,-1.0
873279,-1.0
