,recID,oldRef,newRef,metaData
12497082,214300,214300,214300,"{'record': {'$ref': 'http://localhost:5000/api/literature/214300'}, 'reference': {'report_numbers': ['FERMILAB-PUB-85-076-T'], 'label': '11'}, 'legacy_curated': True, 'recid': 214300, 'curated_relation': False}"
12517302,833673,833673,833673,"{'record': {'$ref': 'http://localhost:5000/api/literature/833673'}, 'reference': {'arxiv_eprint': '0910.2119', 'label': '28', 'authors': [{'full_name': 'Sarkar, S.'}, {'full_name': 'Sarkar, M. Saha'}]}, 'recid': 833673, 'curated_relation': False}"
12521616,839035,839035,839035,"{'record': {'$ref': 'http://localhost:5000/api/literature/839035'}, 'reference': {'publication_info': {'year': 2008}, 'misc': ['Notification requirements for demolitions, significant renovations, and any activity involving asbestos At the state level, CARB is responsible for the implementation of AB32, and provides notices, workshops, lectures, and other means to disseminate information as it is developed and solicits input. Finally is subject to the following two federal air quality programs, both of which are administered through the Air Division of USEPA Region 9: • National Emission Standards for Halogenated Solvent Cleaning, under Title 40 CFR, Part 63.460 • Protection of Stratospheric Ozone, under 40 CFR 82 4.2.2 Program Status 4.2.2.1 Annual Facility Enforcement Inspection The annual facility-wide inspection performed by BAAQMD was deferred until January 13, 2009, so no inspections occurred in. Annual Site Environmental Report:Chapter 4: Environmental Non-Radiological Programs September 2009 4-3 4.2.2.2 New Source Permits Three new emissions sources were permitted in, all of them emergency standby generators. Two outstanding permit applications, originally submitted to BAAQMD in 2006, were approved in. Both permits were for portable generators, one of which was originally dedicated to the GLAST project. In addition, the stationary emergency standby generator for the LCLS Central Utilities Plant was permitted. A total of six permitted sources were taken out of service in, including two of ’s older portable emergency standby generators and the prototype soil vapor extraction system located at the Former Hazardous Waste Storage Area (FHWSA). Most significantly, however, the BaBar experiment was terminated in April, six months earlier than expected. As such, its three permitted subsystems ceased operations as well: the Drift Chamber, the Resistive Plate Chamber/Instrumented Flux Return, and the Limited Streamer Tubes'], 'imprint': {'publisher': 'SLAC'}, 'report_numbers': ['SLAC-R-920'], 'label': '5'}, 'recid': 839035, 'curated_relation': False}"
12547910,897510,897510,897510,"{'record': {'$ref': 'http://localhost:5000/api/literature/897510'}, 'reference': {'arxiv_eprint': 'quant-ph/0308043', 'publication_info': {'journal_title': 'Phys.Rev.Lett.', 'journal_volume': '92', 'artid': '060402'}}, 'recid': 897510, 'curated_relation': False}"
12553580,899006,899006,899006,"{'record': {'$ref': 'http://localhost:5000/api/literature/899006'}, 'reference': {'arxiv_eprint': '0711.2822'}, 'recid': 899006, 'curated_relation': False}"
12584751,585948,585948,585948,"{'record': {'$ref': 'http://localhost:5000/api/literature/585948'}, 'reference': {'arxiv_eprint': 'hep-th/0204220'}, 'recid': 585948, 'curated_relation': False}"
12587352,593571,593571,593571,"{'record': {'$ref': 'http://localhost:5000/api/literature/593571'}, 'reference': {'arxiv_eprint': 'hep-ph/0208237', 'misc': [':'], 'label': '11', 'authors': [{'full_name': 'Lipatov, A.'}, {'full_name': 'Zotov, N.'}]}, 'recid': 593571, 'curated_relation': False}"
12596284,649464,649464,649464,"{'record': {'$ref': 'http://localhost:5000/api/literature/649464'}, 'reference': {'arxiv_eprint': 'hep-th/0404257', 'publication_info': {'page_start': '034', 'journal_title': 'JHEP', 'year': '2004', 'journal_volume': '06', 'artid': '034'}}, 'recid': 649464, 'curated_relation': False}"
12626778,878471,878471,878471,"{'record': {'$ref': 'http://localhost:5000/api/literature/878471'}, 'reference': {'arxiv_eprint': '1011.4932', 'publication_info': {'page_start': '031', 'journal_title': 'JCAP', 'year': '2011', 'journal_volume': '03', 'artid': '031'}}, 'recid': 878471, 'curated_relation': False}"
12638362,212929,212929,212929,"{'record': {'$ref': 'http://localhost:5000/api/literature/212929'}, 'reference': {'publication_info': {'page_start': '1067', 'journal_title': 'Czech.J.Phys.B', 'journal_volume': '35', 'artid': '1067'}}, 'recid': 212929, 'curated_relation': False}"
12651116,207060,207060,207060,"{'record': {'$ref': 'http://localhost:5000/api/literature/207060'}, 'reference': {'publication_info': {'page_start': '2814', 'journal_title': 'Phys.Rev.D', 'journal_volume': '29', 'artid': '2814'}}, 'recid': 207060, 'curated_relation': False}"
12710951,1091136,1091136,1091136,"{'record': {'$ref': 'http://localhost:5000/api/literature/1091136'}, 'reference': {'publication_info': {'journal_title': 'Phys.Rev.ST Accel.Beams', 'year': 2012, 'journal_volume': '15', 'artid': '022002'}, 'misc': ['(private communication). SAM POSEN AND MATTHIAS LIEPE 022002-10'], 'label': '28', 'authors': [{'full_name': 'Weisend, J.'}]}, 'recid': 1091136, 'curated_relation': False}"
12711600,1091090,1091090,1091090,"{'record': {'$ref': 'http://localhost:5000/api/literature/1091090'}, 'reference': {'publication_info': {'journal_title': 'Phys.Rev.D', 'year': 2012, 'journal_volume': '85', 'artid': '125019'}, 'misc': ['HPS Heavy Photon Seach: A Proposal to Search for Massive Photons at Jefferson Laboratory, 2010. MASHA BARYAKHTAR 125019-14'], 'label': '49', 'authors': [{'full_name': 'Grillo, A.'}]}, 'recid': 1091090, 'curated_relation': False}"
12747087,655605,655605,655605,"{'record': {'$ref': 'http://localhost:5000/api/literature/655605'}, 'reference': {'publication_info': {'page_start': '351', 'journal_title': 'Phys.Lett.B', 'journal_volume': '609', 'artid': '351'}, 'label': '1A'}, 'legacy_curated': True, 'recid': 655605, 'curated_relation': False}"
12747725,655518,655518,655518,"{'record': {'$ref': 'http://localhost:5000/api/literature/655518'}, 'reference': {'arxiv_eprint': 'hep-ph/0407371', 'publication_info': {'journal_title': 'J.Phys.G', 'journal_volume': '36', 'artid': '055002'}}, 'recid': 655518, 'curated_relation': False}"
12749769,655964,655964,655964,"{'record': {'$ref': 'http://localhost:5000/api/literature/655964'}, 'reference': {'publication_info': {'page_start': '2080', 'journal_title': 'Astron.J.', 'journal_volume': '128', 'artid': '2080'}}, 'recid': 655964, 'curated_relation': False}"
12755193,709485,709485,709485,"{'record': {'$ref': 'http://localhost:5000/api/literature/709485'}, 'reference': {'arxiv_eprint': 'hep-th/0601213', 'publication_info': {'page_start': '06', 'journal_title': 'eConf C', 'journal_volume': '0602061', 'artid': '06'}}, 'recid': 709485, 'curated_relation': False}"
12776436,879015,879015,879015,"{'record': {'$ref': 'http://localhost:5000/api/literature/879015'}, 'reference': {'arxiv_eprint': '1012.0030', 'publication_info': {'page_start': '237', 'journal_title': 'AIP Conf.Proc.', 'journal_volume': '1350', 'artid': '237'}}, 'recid': 879015, 'curated_relation': False}"
12783375,877500,877500,877500,"{'record': {'$ref': 'http://localhost:5000/api/literature/877500'}, 'reference': {'arxiv_eprint': '1011.3625', 'publication_info': {'journal_title': 'Phys.Rev.Lett.', 'journal_volume': '105', 'artid': '211303'}}, 'recid': 877500, 'curated_relation': False}"
12784166,875585,875585,875585,"{'record': {'$ref': 'http://localhost:5000/api/literature/875585'}, 'reference': {'arxiv_eprint': '1011.1045', 'publication_info': {'page_start': '341', 'journal_title': 'Phys.Lett.B', 'journal_volume': '699', 'artid': '341'}}, 'recid': 875585, 'curated_relation': False}"
12820684,818180,818180,818180,"{'record': {'$ref': 'http://localhost:5000/api/literature/818180'}, 'reference': {'publication_info': {'journal_title': 'Class.Quant.Grav.', 'journal_volume': '26', 'artid': '055008'}}, 'recid': 818180, 'curated_relation': False}"
12824653,813013,813013,813013,"{'record': {'$ref': 'http://localhost:5000/api/literature/813013'}, 'reference': {'publication_info': {'page_start': '47', 'journal_title': 'Lett.Math.Phys.', 'journal_volume': '87', 'artid': '47'}}, 'recid': 813013, 'curated_relation': False}"
12827443,812619,812619,812619,"{'record': {'$ref': 'http://localhost:5000/api/literature/812619'}, 'reference': {'publication_info': {'journal_title': 'Phys.Rev.D', 'year': 2009, 'journal_volume': '79', 'artid': '084004'}, 'misc': ['5 The number of second-class constraints is even as it must be in order for them to be completely solved. Once the Dirac bracket is defined for the system, the second-class constraints can be considered as strong equations and the original variables are reintroduced in the theory by using a simple identity. BARBERO-IMMIRZI FIELD IN CANONICAL FORMALISM 084004-9'], 'label': '8'}, 'recid': 812619, 'curated_relation': False}"
12827484,812619,812619,812619,"{'record': {'$ref': 'http://localhost:5000/api/literature/812619'}, 'reference': {'publication_info': {'journal_title': 'Phys.Rev.D', 'year': 2009, 'journal_volume': '79', 'artid': '084004'}, 'misc': ['GIANLUCA CALCAGNI AND SIMONE MERCURI 084004-10'], 'label': '48'}, 'recid': 812619, 'curated_relation': False}"
12830686,806694,806694,806694,"{'record': {'$ref': 'http://localhost:5000/api/literature/806694'}, 'reference': {'arxiv_eprint': '0811.2772', 'publication_info': {'journal_title': 'J.Math.Phys.', 'journal_volume': '50', 'artid': '013517'}}, 'recid': 806694, 'curated_relation': False}"
12837283,805962,805962,805962,"{'record': {'$ref': 'http://localhost:5000/api/literature/805962'}, 'reference': {'arxiv_eprint': '0812.4208', 'publication_info': {'journal_title': 'Phys.Rev.D', 'journal_volume': '79', 'artid': '084021'}}, 'recid': 805962, 'curated_relation': False}"
12841401,811368,811368,811368,"{'record': {'$ref': 'http://localhost:5000/api/literature/811368'}, 'reference': {'arxiv_eprint': '0901.3004'}, 'recid': 811368, 'curated_relation': False}"
12844585,797907,797907,797907,"{'record': {'$ref': 'http://localhost:5000/api/literature/797907'}, 'reference': {'arxiv_eprint': '0809.5006', 'publication_info': {'page_start': '482', 'journal_title': 'Phys.Lett.B', 'journal_volume': '679', 'artid': '482'}}, 'recid': 797907, 'curated_relation': False}"
12861822,1115114,1115114,1115114,"{'record': {'$ref': 'http://localhost:5000/api/literature/1115114'}, 'reference': {'arxiv_eprint': '1205.2894', 'misc': ['Strong reactions in quantum super PDE’s. II: Nonlinear quantum propagators'], 'label': '84', 'authors': [{'full_name': 'Prástaro, A.'}]}, 'recid': 1115114, 'curated_relation': False}"
12861842,1115114,1115114,1115114,"{'record': {'$ref': 'http://localhost:5000/api/literature/1115114'}, 'reference': {'arxiv_eprint': '1205.2894', 'publication_info': {'year': 2014}, 'misc': ['14JulSTRONG REACTIONS IN QUANTUM SUPER PDE’S.II: NONLINEAR QUANTUM PROPAGATORS AGOSTINO PRÁSTARO Department SBAI - Mathematics, University of Rome La Sapienza 16, 00161 Rome, Italy. E-mail: agostino.prastaro@uniroma1.it Abstract. In this second part, of a work in three parts, devoted to encode strong reactions of the high energy physics, in the algebraic topologic theory of quantum super PDE’s, (previously formulated by A. Prástaro decomposition theorems of integral bordisms in quantum super PDEs are obtained. (For part I and part III see [88, 89].) In particular such theorems allow us to obtain representations of quantum nonlinear propagators in quantum super PDE’s, by means of elementary ones (quantum handle decompositions of quantum nonlinear propagators). These are useful to encode nuclear and subnuclear reactions in quantum physics. Prástaro’s geometric theory of quantum PDE’s allows us to obtain constructive and dynamically justified answers to some important open problems in high energy physics. In fact a Regge-type relation between reduced quantum mass and quantum phenomenological spin is obtained. A dynamical quantum Gell-Mann-Nishijima formula is given. An existence theorem of observed local and global solutions with electric-charge-gap, is obtained for quantum super Yang-Mills PDE’s, (Y M)[i], by identifying a suitable constraint, (Y M)[i]w ⊂ (Y M)[i], quantum electromagnetic-Higgs PDE, bounded'], 'label': '102', 'authors': [{'full_name': 'A.Scarpa, Via'}]}, 'recid': 1115114, 'curated_relation': False}"
12872622,1089997,1089997,1089997,"{'record': {'$ref': 'http://localhost:5000/api/literature/1089997'}, 'reference': {'publication_info': {'journal_title': 'Phys.Rev.D', 'year': 2012, 'journal_volume': '85', 'artid': '096004'}, 'misc': ['GENERALIZED PARTON DISTRIBUTIONS IN AN 096004-7'], 'label': '40'}, 'recid': 1089997, 'curated_relation': False}"
12896376,914659,914659,914659,"{'record': {'$ref': 'http://localhost:5000/api/literature/914659'}, 'reference': {'publication_info': {'journal_title': 'J.Phys.Conf.Ser.', 'journal_volume': '295', 'artid': '012069'}, 'label': '11', 'dois': ['10.1088/1742-6596/295/1/012069']}, 'recid': 914659, 'curated_relation': False}"
12896394,914659,914659,914659,"{'record': {'$ref': 'http://localhost:5000/api/literature/914659'}, 'reference': {'publication_info': {'journal_title': 'J.Phys.Conf.Ser.', 'journal_volume': '295', 'artid': '012069'}, 'misc': ['these proceedings 19th International Spin Physics Symposium (SPIN2010) IOP Publishing'], 'label': '28', 'dois': ['10.1088/1742-6596/295/1/012069'], 'authors': [{'full_name': 'F, Pate S.'}, {'full_name': 'P, Schaub J.'}]}, 'recid': 914659, 'curated_relation': False}"
12900019,701654,701654,701654,"{'record': {'$ref': 'http://localhost:5000/api/literature/701654'}, 'reference': {'publication_info': {'page_start': '169', 'journal_title': 'PoS', 'year': 2005, 'journal_volume': 'LAT2005', 'artid': '169'}, 'label': '8'}, 'recid': 701654, 'curated_relation': False}"
12901572,704789,704789,704789,"{'record': {'$ref': 'http://localhost:5000/api/literature/704789'}, 'reference': {'publication_info': {'page_start': '390', 'journal_title': 'PoS', 'year': 2005, 'journal_volume': 'HEP2005', 'artid': '390'}, 'misc': ['The Commissioning Working Group, MDT Commissioning Procedures Guidelines for Certifying RFI Chambers CERN (2004) 390 / 4390/6'], 'label': '10', 'report_numbers': ['ATL-COM-MUON-2004-022']}, 'recid': 704789, 'curated_relation': False}"
12901948,704824,704824,704824,"{'record': {'$ref': 'http://localhost:5000/api/literature/704824'}, 'reference': {'authors': [{'full_name': 'List, A. Distribution'}], 'publication_info': {'year': 2006}, 'misc': ['5.8 Megawatt Power Supply Site Removal Action - Final Report -I-750-3A32H-008, March 2004) 6-12 April Name Title Organization E-mail Arnold Edelman Physical Scientist DOE, Environment, Safety and Health Division arnold.edelman@science.doe.gov Raymond Hardwick Jr Deputy Assistant Secretary for Facility Safety DOE, Environment, Safety and Health Division raymond.hardwick@eh.doe.gov Van Nguyen Supervisory Safety and Occupational Health Specialist DOE, Environment, Safety and Health Division van.nguyen@science.doe.gov Rosario Natoli Environmental Protection Specialist DOE, Office of Air, Water and Radiation'], 'imprint': {'publisher': 'SLAC'}, 'report_numbers': ['SLAC-R-789']}, 'recid': 704824, 'curated_relation': False}"
12924700,858517,858517,858517,"{'record': {'$ref': 'http://localhost:5000/api/literature/858517'}, 'reference': {'arxiv_eprint': '1006.3525', 'publication_info': {'page_start': '1168', 'journal_title': 'Astrophys.J.', 'journal_volume': '723', 'artid': '1168'}}, 'recid': 858517, 'curated_relation': False}"
12933864,864503,864503,864503,"{'record': {'$ref': 'http://localhost:5000/api/literature/864503'}, 'reference': {'misc': ['14'], 'label': '4', 'dois': ['10.1088/1742-5468/2010/12/P12033']}, 'recid': 864503, 'curated_relation': False}"
12933893,864503,864503,864503,"{'record': {'$ref': 'http://localhost:5000/api/literature/864503'}, 'reference': {'misc': ['15'], 'label': '32', 'dois': ['10.1088/1742-5468/2010/12/P12033']}, 'recid': 864503, 'curated_relation': False}"
12933899,864503,864503,864503,"{'record': {'$ref': 'http://localhost:5000/api/literature/864503'}, 'reference': {'arxiv_eprint': '0909.3119', 'publication_info': {'year': 2009}, 'misc': ['Band topology of insulators via the entanglement spectrum 16'], 'authors': [{'full_name': 'A, Turner M.'}, {'full_name': 'Y, Zhang'}, {'full_name': 'A, Vishwanath'}], 'label': '38', 'dois': ['10.1088/1742-5468/2010/12/P12033']}, 'recid': 864503, 'curated_relation': False}"
12936644,863733,863733,863733,"{'record': {'$ref': 'http://localhost:5000/api/literature/863733'}, 'reference': {'arxiv_eprint': '1007.5484', 'publication_info': {'page_start': '550', 'journal_title': 'Astrophys.J.', 'journal_volume': '722', 'artid': '550'}}, 'recid': 863733, 'curated_relation': False}"
12944228,857495,857495,857495,"{'record': {'$ref': 'http://localhost:5000/api/literature/857495'}, 'reference': {'arxiv_eprint': '1006.1762', 'publication_info': {'page_start': '531', 'journal_title': 'Prog.Theor.Phys.', 'year': 2011, 'journal_volume': '126', 'artid': '531'}, 'label': '1', 'dois': ['10.1143/PTP.126.531'], 'authors': [{'full_name': 'Fujii, Y.'}, {'full_name': 'Homma, Y.'}, {'full_name': 'Fujii, K.'}, {'full_name': 'Homma, K.'}]}, 'raw_refs': [{'value': 'Prog. Theor. Phys. 126 [gr-qc]] (doi:10.1143/PTP.126.531)', 'schema': 'text'}], 'recid': 857495, 'curated_relation': False}"
12952050,863870,863870,863870,"{'record': {'$ref': 'http://localhost:5000/api/literature/863870'}, 'reference': {'publication_info': {'page_start': '077', 'journal_title': 'PoS', 'year': 2009, 'journal_volume': 'HCP2009', 'artid': '077'}, 'misc': ['Higgs Search in H → WW(∗) Channel with the CMS Detector Majid Hashemi Neural Network Output -1 -0.5 0 0.5 events/bin -1 10 1 10 2 10 3 10 CMS Preliminary =130 GeVH Signal, m W+Jets, tW di-boson tt Drell-Yan Neural Network Output -1 -0.5 0 0.5 events/bin'], 'label': '1'}, 'recid': 863870, 'curated_relation': False}"
12997974,814633,814633,814633,"{'record': {'$ref': 'http://localhost:5000/api/literature/814633'}, 'reference': {'publication_info': {'journal_title': 'New J.Phys.', 'year': 2009, 'journal_volume': '11', 'artid': '105024'}, 'label': '66', 'urls': [{'value': 'http://www.njp.org'}]}, 'legacy_curated': True, 'recid': 814633, 'curated_relation': True}"
13011861,1089623,1089623,1089623,"{'record': {'$ref': 'http://localhost:5000/api/literature/1089623'}, 'reference': {'publication_info': {'year': 2011}, 'misc': ['Intel International Conference on Computing in High Energy and Nuclear Physics (CHEP 2010) Publishing Journal of Physics: Conference Series 331  042015 Published under licence by Publishing Ltd 1 reconstruction software consumes approximately 1.5 GB of memory, providing sufficient physical RAM to naively distribute one job to each core will become prohibitively expensive. A more efficient mechanim to make use of all the cores must be found. In this paper we will present the measures that have been taken to parallelize ATLAS reconstruction, and its scalability into the many-core world, as well as more general issues that were discovered that are endemic to all large object oriented code bases, and possible solutions to them. 2. Levels of Parallelism There are several different levels of parallelism that can be implemented. The first is job based, where multiple independent jobs are run in parallel. Though this is the easiest to implement, and requires no rewriting of code, it offers the least amount of data sharing, and can quickly saturate the RAM if the processes are large, as is the case with ATLAS code. The name for this procedure in ATLAS is AthenaMJ, Athena being the name of the standard single process reconstruction code. The next step is event based parallelism, where a mother process performs the configuration and initialization of the job, then farms out individual events to the worker nodes. At the end of the job, the mother process restablishes control, and combines the outputs. This scheme, called AthenaMP, requires some changes to the framework, but for the most part is transparent to users. We can further improve on this design by parallelizing the I/O, which reduces the overhead at the end of the job due to the merging of the outputs from each worker. In sub-event parallelism, we divide the detector into independent regions of interest, such as the calorimeter or the muon chambers, and assign individual worker nodes to process the data for each'], 'imprint': {'publisher': 'IOP'}, 'dois': ['10.1088/1742-6596/331/4/042015'], 'label': '3'}, 'recid': 1089623, 'curated_relation': False}"
13032308,930257,930257,930257,"{'record': {'$ref': 'http://localhost:5000/api/literature/930257'}, 'reference': {'arxiv_eprint': 'math/0512320'}, 'recid': 930257, 'curated_relation': False}"
13043637,943634,943634,943634,"{'record': {'$ref': 'http://localhost:5000/api/literature/943634'}, 'reference': {'publication_info': {'year': 2011}, 'misc': ['Publishing Journal of Physics: Conference Series 312  042024 4'], 'label': '20', 'dois': ['10.1088/1742-6596/312/4/042024']}, 'recid': 943634, 'curated_relation': False}"
13054579,96718,96718,96718,"{'record': {'$ref': 'http://localhost:5000/api/literature/96718'}, 'reference': {'publication_info': {'page_start': '326', 'journal_title': 'Annals Phys.', 'year': 1974, 'journal_volume': '83', 'artid': '326'}, 'label': '2', 'authors': [{'full_name': 'Kouri, D.J.'}, {'full_name': 'Levin, F.S.'}]}, 'recid': 96718, 'curated_relation': False}"
13070163,839899,839899,839899,"{'record': {'$ref': 'http://localhost:5000/api/literature/839899'}, 'reference': {'arxiv_eprint': '0912.2188'}, 'recid': 839899, 'curated_relation': False}"
13105295,254486,254486,254486,"{'record': {'$ref': 'http://localhost:5000/api/literature/254486'}, 'reference': {'report_numbers': ['FERMILAB-Conf-86-101-T'], 'misc': ['-9-']}, 'recid': 254486, 'curated_relation': False}"
13125953,805503,805503,805503,"{'record': {'$ref': 'http://localhost:5000/api/literature/805503'}, 'reference': {'arxiv_eprint': '0812.2986', 'publication_info': {'page_start': '117', 'journal_title': 'Eur.Phys.J.ST', 'journal_volume': '162', 'artid': '117'}}, 'recid': 805503, 'curated_relation': False}"
13128504,802810,802810,802810,"{'record': {'$ref': 'http://localhost:5000/api/literature/802810'}, 'reference': {'publication_info': {'journal_title': 'Phys.Rev.C', 'journal_volume': '78', 'artid': '051901'}}, 'recid': 802810, 'curated_relation': False}"
13135378,804556,804556,804556,"{'record': {'$ref': 'http://localhost:5000/api/literature/804556'}, 'reference': {'arxiv_eprint': '0812.1485', 'publication_info': {'page_start': '554', 'journal_title': 'New Astron.', 'journal_volume': '15', 'artid': '554'}}, 'recid': 804556, 'curated_relation': False}"
13135665,806639,806639,806639,"{'record': {'$ref': 'http://localhost:5000/api/literature/806639'}, 'reference': {'publication_info': {'journal_title': 'Phys.Rev.ST Accel.Beams', 'year': 2008, 'journal_volume': '11', 'artid': '114001'}, 'misc': ['Yu Shatunov, D. B Shwartz, and A. N. Skrinsky, in Proceedings of the 11th European Particle Accelerator Conference, Genoa,, Ref. [16]. PRACTICAL SOLUTIONS FOR 114001-7'], 'label': '17', 'authors': [{'full_name': 'Shatunov, M.'}, {'full_name': 'Berkaev, D.E.'}, {'full_name': 'Koop, I.'}, {'full_name': 'Lysenko, A.P.'}, {'full_name': 'Perevedentsev, E.'}, {'full_name': 'Romanov, A.L.'}, {'full_name': 'Yu, P.'}]}, 'recid': 806639, 'curated_relation': False}"
13156774,946676,946676,946676,"{'record': {'$ref': 'http://localhost:5000/api/literature/946676'}, 'reference': {'arxiv_eprint': '1111.4364', 'label': '27', 'authors': [{'full_name': 'Kouvaris, C.'}]}, 'recid': 946676, 'curated_relation': False}"
13175953,942884,942884,942884,"{'record': {'$ref': 'http://localhost:5000/api/literature/942884'}, 'reference': {'publication_info': {'journal_title': 'Phys.Rev.ST Accel.Beams', 'year': 2011, 'journal_volume': '14', 'artid': '092001'}, 'misc': ['‘‘A Multiple Cathode Gun Design for the eRHIC Polarized Electron Source,’’ in Proceedings of FIG. 6. Dipole and quadrupole windings. FIG. 7. A combiner prototype with four pairs of dipole coil windings, and four sets of quadrupole coil windings. I. BEN-ZVI et al 092001-4 theParticle Accelerator Conference, New York,, WEP263 (to be published)'], 'label': '2', 'authors': [{'full_name': 'Chang, X.'}]}, 'recid': 942884, 'curated_relation': False}"
13175958,942884,942884,942884,"{'record': {'$ref': 'http://localhost:5000/api/literature/942884'}, 'reference': {'publication_info': {'journal_title': 'Phys.Rev.ST Accel.Beams', 'year': 2011, 'journal_volume': '14', 'artid': '092001'}, 'misc': ['‘‘Rotating Dipole and Quadrupole Field for a Multiple Cathode System,’’ in Proceedings of theParticle Accelerator Conference, New York,, TUP147 (to be published). GENERATING HIGH-FREQUENCY, ROTATING MAGNETIC 092001-5'], 'label': '7', 'authors': [{'full_name': 'Chang, X.'}]}, 'recid': 942884, 'curated_relation': False}"
13178951,925650,925650,925650,"{'record': {'$ref': 'http://localhost:5000/api/literature/925650'}, 'reference': {'arxiv_eprint': '1108.5516', 'misc': ['29 Aug 2011']}, 'recid': 925650, 'curated_relation': False}"
13234291,883773,883773,883773,"{'record': {'$ref': 'http://localhost:5000/api/literature/883773'}, 'reference': {'arxiv_eprint': '1101.1624', 'publication_info': {'page_start': '29', 'journal_title': 'Phys.Lett.B', 'journal_volume': '700', 'artid': '29'}}, 'recid': 883773, 'curated_relation': False}"
13260662,93349,93349,93349,"{'record': {'$ref': 'http://localhost:5000/api/literature/93349'}, 'reference': {'publication_info': {'page_start': '434', 'journal_title': 'Phys.Rev.D', 'journal_volume': '8', 'artid': '434'}}, 'recid': 93349, 'curated_relation': False}"
13264438,67782,67782,67782,"{'record': {'$ref': 'http://localhost:5000/api/literature/67782'}, 'reference': {'publication_info': {'page_start': '439', 'journal_title': 'Phys.Rev.D', 'journal_volume': '4', 'artid': '439'}}, 'recid': 67782, 'curated_relation': False}"
13273141,930061,930061,930061,"{'record': {'$ref': 'http://localhost:5000/api/literature/930061'}, 'reference': {'arxiv_eprint': 'alg-geom/9702002', 'publication_info': {'page_start': '214', 'journal_title': 'Asian J.Math.', 'journal_volume': '1', 'artid': '214'}}, 'recid': 930061, 'curated_relation': False}"
13281323,928851,928851,928851,"{'record': {'$ref': 'http://localhost:5000/api/literature/928851'}, 'reference': {'report_numbers': ['LHCB-2008-049'], 'misc': ['The The LHCb Silicon Tracker: lessons learned (so far)'], 'label': '1', 'authors': [{'full_name': 'Vollhardt, A.'}]}, 'recid': 928851, 'curated_relation': False}"
13290547,928153,928153,928153,"{'record': {'$ref': 'http://localhost:5000/api/literature/928153'}, 'reference': {'arxiv_eprint': '1109.4897', 'authors': [{'full_name': 'Adam, T.'}], 'misc': ['OPERA Collaboration'], 'label': '8', 'title': {'title': 'Measurement of the neutrino velocity with the OPERA detector in the CNGS beam'}}, 'recid': 928153, 'curated_relation': False}"
13298391,1086116,1086116,1086116,"{'record': {'$ref': 'http://localhost:5000/api/literature/1086116'}, 'reference': {'authors': [{'full_name': 'Potter, J.M.'}], 'publication_info': {'journal_title': 'Phys.Rev.ST Accel.Beams', 'year': 2012, 'journal_volume': '15', 'artid': '010101'}, 'misc': ['in Handbook of Accelerator Physics and Engineering, A. Wu Chao and M. Tigner (eds.) Singapore, 2006). EQUIVALENT CIRCUIT FOR POSTCOUPLER 010101-11'], 'imprint': {'publisher': 'World Scientific'}, 'label': '8'}, 'recid': 1086116, 'curated_relation': False}"
13346260,882845,882845,882845,"{'record': {'$ref': 'http://localhost:5000/api/literature/882845'}, 'reference': {'arxiv_eprint': '1012.5623', 'publication_info': {'page_start': '363', 'journal_title': 'Grav.Cosmol.', 'journal_volume': '11', 'artid': '363'}}, 'recid': 882845, 'curated_relation': False}"
13350478,883838,883838,883838,"{'record': {'$ref': 'http://localhost:5000/api/literature/883838'}, 'reference': {'arxiv_eprint': '1101.2028', 'publication_info': {'page_start': 'A18', 'journal_title': 'Astron.Astrophys.', 'journal_volume': '536', 'artid': 'A18'}}, 'recid': 883838, 'curated_relation': False}"
13350646,884962,884962,884962,"{'record': {'$ref': 'http://localhost:5000/api/literature/884962'}, 'reference': {'misc': ['Publishing Journal of Physics: Conference Series 259 (2010) 012074 6'], 'label': '6', 'dois': ['10.1088/1742-6596/259/1/012074']}, 'recid': 884962, 'curated_relation': False}"
13350912,883260,883260,883260,"{'record': {'$ref': 'http://localhost:5000/api/literature/883260'}, 'reference': {'arxiv_eprint': '1101.0349', 'publication_info': {'journal_title': 'Phys.Rev.Lett.', 'journal_volume': '107', 'artid': '131801'}}, 'recid': 883260, 'curated_relation': False}"
13352995,883840,883840,883840,"{'record': {'$ref': 'http://localhost:5000/api/literature/883840'}, 'reference': {'arxiv_eprint': '1101.2026', 'publication_info': {'page_start': 'A11', 'journal_title': 'Astron.Astrophys.', 'journal_volume': '536', 'artid': 'A11'}}, 'recid': 883840, 'curated_relation': False}"
13354688,883827,883827,883827,"{'record': {'$ref': 'http://localhost:5000/api/literature/883827'}, 'reference': {'arxiv_eprint': '1101.2040'}, 'recid': 883827, 'curated_relation': False}"
13356227,881838,881838,881838,"{'record': {'$ref': 'http://localhost:5000/api/literature/881838'}, 'reference': {'arxiv_eprint': '1012.4197'}, 'recid': 881838, 'curated_relation': False}"
13378803,247155,247155,247155,"{'record': {'$ref': 'http://localhost:5000/api/literature/247155'}, 'reference': {'publication_info': {'page_start': '939', 'journal_title': 'Phys.Rev.D', 'journal_volume': '36', 'artid': '939'}}, 'recid': 247155, 'curated_relation': False}"
